StepDistance(m),CumulativeDistance(km),Slope (deg),Lattitude,Longitude,wind speed,wind angle,GHI,WIND_SPEED,WIND_DIRECTION
5878.587922735349,157.179278379318,0.0610291889946271,-13.486461156883534,131.36414527896233,3.375,-119.0,,,
5911.4011011277025,163.090679480445,0.6030442671233563,-13.5242002868832,131.40042227740832,3.375,-119.0,,,
5843.972751225422,168.934652231671,-0.3432394556564886,-13.5632748187443,131.43560552984266,3.375,-119.0,,,
5714.222608729351,174.6488748404,0.5354516618114147,-13.574180362385604,131.47606595728502,3.375,-119.0,,,
5880.895344049586,180.52977018445,0.1088402344693641,-13.5958029171263,131.51164691437234,3.375,-119.0,,,
5859.721221246557,186.389491405696,0.2889851879080083,-13.6270452015639,131.55145126047535,3.375,-119.0,,,
5883.5984371114355,192.273089842807,0.0921027543705371,-13.625780820538866,131.60289167501432,3.408333333333333,-141.5,,,
5868.3363504852805,198.141426193293,-0.317925413259667,-13.6427716902025,131.65226217107102,3.408333333333333,-141.5,,,
5889.829372077638,204.03125556537,-0.0235995684473752,-13.677557123337133,131.68902490689297,3.408333333333333,-141.5,,,
5936.028461872512,209.967284027242,0.0904423461877623,-13.723287002446163,131.71169440319937,3.408333333333333,-141.5,,,
5835.96683484563,215.803250862088,-0.0742572039767058,-13.754553037841866,131.75489021684197,3.408333333333333,-141.5,,,
5966.480208697463,221.769731070786,0.3504579370222999,-13.787389360783,131.79580599390033,3.408333333333333,-141.5,,,
5714.6162459441175,227.484347316729,-0.3776319820610972,-13.820639994169996,131.83416891840238,3.408333333333333,-141.5,,,
5867.552708775349,233.351900025505,-0.1206658231762494,-13.864775036558203,131.842134270341,3.408333333333333,-141.5,,,
5941.545413619452,239.293445439124,-0.2950704218320246,-13.911654442579165,131.86235643803167,3.408333333333333,-141.5,,,
5918.8565176201555,245.212301956744,0.0267951992570697,-13.951885628518266,131.89781858526268,3.408333333333333,-141.5,,,
5942.4063332268815,251.154708289971,-0.1758779218929745,-13.9969417725751,131.92656559592132,3.408333333333333,-141.5,,,
5852.324180517629,257.007032470489,0.0085779513037978,-14.04201397233123,131.95343805316332,3.408333333333333,-141.5,,,
5800.991562586902,262.808024033075,0.0013297321688584,-14.083236817840298,131.98380401453096,3.408333333333333,-141.5,,,
5904.947393419301,268.712971426495,-0.0733612896722671,-14.131906333236566,131.99715510213366,3.408333333333333,-141.5,,,
5855.8386632124175,274.568810089707,-0.1372902219141475,-14.176472984692968,132.02534409480532,3.408333333333333,-141.5,,,
5933.153271474836,280.501963361182,0.4683501413834031,-14.223873161621766,132.04231714779036,3.408333333333333,-141.5,,,
5881.8617072593925,286.383825068441,0.030906449008999,-14.268898020567534,132.06783431587468,3.408333333333333,-141.5,,,
5856.964877512848,292.240789945955,0.0422561818158061,-14.30995939408,132.09845012399836,3.408333333333333,-141.5,,,
5730.539800276022,297.97132974623,-0.3405409640993768,-14.348519205088202,132.13301896750133,3.408333333333333,-141.5,,,
5847.785040661248,303.819114786892,0.0031540289236823,-14.383171652425569,132.16899115144466,3.408333333333333,-141.5,,,
5738.291059087813,309.55740584598,-0.1782482006748506,-14.415407118808268,132.204515734085,4.258333333333334,-141.5,,,
5762.233004624507,315.319638850604,-0.0974813797795448,-14.448631801624805,132.24339713467504,4.258333333333334,-141.5,,,
5786.375847288162,321.106014697892,0.0384220312081077,-14.472962764187033,132.288402493225,4.258333333333334,-141.5,,,
5929.922601968502,327.035937299861,0.1461198148643848,-14.489087419393332,132.33919486729567,4.258333333333334,-141.5,,,
5895.126123217826,332.931063423079,0.0474832716166485,-14.488056909637333,132.3479107807463,4.258333333333334,-141.5,,,
5891.842160379896,338.822905583459,0.1508856549429416,-14.481136427962667,132.38374889596437,4.258333333333334,-141.5,,,
5831.172445798129,344.654078029257,0.2437829962813767,-14.5111495429253,132.42419298173266,4.258333333333334,-141.5,,,
5943.308734620425,350.597386763877,0.0596233536903865,-14.553375163618233,132.45239112167167,4.258333333333334,-141.5,,,
5960.08484803019,356.557471611907,0.1659728596406824,-14.578397992560603,132.500661274807,4.258333333333334,-141.5,,,
5960.329107891299,362.517800719799,-0.1665958917398149,-14.59663117378627,132.55206798251302,4.258333333333334,-141.5,,,
5918.939753961202,368.436740473761,0.0932769439646346,-14.624368266055498,132.59901581242966,4.258333333333334,-141.5,,,
5879.330858588116,374.316071332349,0.0656315555492884,-14.651404446006232,132.64627202252333,4.258333333333334,-141.5,,,
5893.6429991723835,380.209714331521,0.0320493325883711,-14.6786618952153,132.68646950961798,4.258333333333334,-141.5,,,
5957.347222981807,386.167061554502,-0.269736881148222,-14.696310162378932,132.73777317266632,4.258333333333334,-141.5,,,
5934.628662061437,392.101690216564,-0.1138882200190111,-14.711942115117427,132.79069781963335,4.258333333333334,-141.5,,,
5892.873185735734,397.9945634023,-0.0212711108331313,-14.739923149642696,132.83450029150234,4.258333333333334,-141.5,,,
5911.283206034053,403.905846608335,0.0500381220667744,-14.7712988045963,132.87670926369265,4.258333333333334,-141.5,,,
5889.353844520079,409.795200452856,-0.102261160123725,-14.798789537813136,132.9202412027813,4.258333333333334,-141.5,,,
5837.110498110172,415.632310950966,-0.0414234724681549,-14.831873005424034,132.96076785857133,4.258333333333334,-141.5,,,
5898.017074433426,421.5303280254,-0.0268164804794368,-14.866096565622165,133.00098805216433,4.258333333333334,-141.5,,,
5922.607462861868,427.452935488262,-0.0660557445048107,-14.9004408765651,133.042555145778,4.258333333333334,-141.5,,,
5836.1779689666655,433.289113457229,0.2325712868140859,-14.9415718921699,133.0721322405037,4.258333333333334,-141.5,,,
5924.681004749929,439.21379446197903,-0.0278316032767546,-14.993663461620068,133.08149992523968,4.258333333333334,-141.5,,,
5925.366627839146,445.13916108982,-0.038624674133988,-15.0455979596891,133.07976610690665,4.258333333333334,-141.5,,,
5878.22031969335,451.01738140951295,-0.1135931347906201,-15.097030977984463,133.07520615733466,4.258333333333334,-141.5,,,
5952.04230261213,456.969423712125,0.2692409132985079,-15.148633225556932,133.08488481751664,3.590833333333333,-164.0,,,
5992.025925812009,462.961449637938,0.0275049878270524,-15.199638807551969,133.102353122825,3.590833333333333,-164.0,,,
5950.4444415490325,468.911894079487,0.0461408227931697,-15.251058097224234,133.11788419878334,3.590833333333333,-164.0,,,
5955.678911338808,474.867572990826,0.0237837077390108,-15.299955905448932,133.13968833542933,3.590833333333333,-164.0,,,
5982.671445340557,480.850244436166,-0.0538252634267978,-15.350442976447733,133.15795985143734,3.590833333333333,-164.0,,,
5963.961106667098,486.814205542834,0.0546247765797949,-15.4017163112153,133.17472060521098,3.590833333333333,-164.0,,,
5981.123259088396,492.795328801922,0.0628318856129835,-15.453831328656332,133.18787730790265,3.590833333333333,-164.0,,,
5983.251406933674,498.778580208856,0.0205280618217294,-15.506537956953473,133.19881145911134,3.590833333333333,-164.0,,,
5887.465173461364,504.666045382317,-0.0271008561060918,-15.558715242231036,133.21095439812763,3.590833333333333,-164.0,,,
5956.512493955394,510.622557876272,-0.0656742807531827,-15.605859691462465,133.23483877472435,3.590833333333333,-164.0,,,
5978.788933313941,516.601346809586,0.007929163266772,-15.645883969797705,133.27164575839532,3.590833333333333,-164.0,,,
5835.619889152981,522.436966698739,0.0182787956490499,-15.686394491910566,133.3063304009963,3.590833333333333,-164.0,,,
5938.995079108285,528.375961777847,0.0254376333127443,-15.721010431396998,133.34550397554733,3.590833333333333,-164.0,,,
5939.05984995132,534.315021627799,-0.0249417695752426,-15.7628853865571,133.37513325076063,3.590833333333333,-164.0,,,
5924.033514385801,540.239055142186,0.0705825407966511,-15.814422925060637,133.38455980548335,3.590833333333333,-164.0,,,
5900.8520366268,546.139907178811,-0.0330438657216139,-15.863148282763564,133.405475792687,3.590833333333333,-164.0,,,
5844.633989894964,551.984541168705,0.0677032237421949,-15.911098982377268,133.42470621498066,3.590833333333333,-164.0,,,
5920.128844886178,557.904670013591,-0.004478567814193,-15.9622342006425,133.43430095621898,3.590833333333333,-164.0,,,
5778.064691669195,563.68273470526,0.0089038720536067,-16.00892887042093,133.419128567575,3.590833333333333,-164.0,,,
5886.557530149564,569.56929223541,0.0302567066506322,-16.057408319676536,133.42417788485335,3.590833333333333,-164.0,,,
5936.709644061846,575.506001879471,0.0519756930101618,-16.108129578809333,133.43072113696834,3.590833333333333,-164.0,,,
5925.54010186344,581.431541981334,0.0152988439529096,-16.1611963933474,133.42807751361133,3.590833333333333,-164.0,,,
5915.469190273808,587.347011171607,0.0204940733691304,-16.21367926210247,133.4234076504923,3.590833333333333,-164.0,,,
5956.579741711301,593.303590913318,0.0655218341706858,-16.257953768113566,133.39745937597598,3.590833333333333,-164.0,,,
5896.061592490079,599.199652505808,0.096982075426713,-16.308781650899096,133.38463749747768,3.590833333333333,-164.0,,,
5958.312992285383,605.157965498092,0.1535229865841533,-16.36174716915057,133.38044951994834,3.590833333333333,-164.0,,,
5935.477472353234,611.093442970446,0.1420566597933124,-16.415069984856636,133.37898824487968,3.590833333333333,-164.0,,,
5879.333255599003,616.972776226047,0.1776471860759405,-16.466616883635567,133.38702161877697,3.590833333333333,-164.0,,,
5990.2376138358995,622.963013839882,0.0466990916782367,-16.5168252024289,133.37232461552202,3.35,-119.0,,,
5931.4899490064145,628.894503788888,-0.0567569010370547,-16.566921720449965,133.35627869213,3.35,-119.0,,,
5928.869498369606,634.823373287258,-0.183764237278955,-16.618065522763867,133.36744422248734,3.35,-119.0,,,
5952.556066359656,640.775929353618,-0.1799787324154264,-16.662298812734267,133.39806227759465,3.35,-119.0,,,
5990.653326058226,646.766582679678,-0.0305948778598212,-16.7108534257875,133.41819877127534,3.35,-119.0,,,
5972.0975072471965,652.738680186925,0.1029771479068644,-16.763859872823105,133.42790954079263,3.35,-119.0,,,
5977.38630990205,658.716066496829,-0.058286030996855,-16.817205851577498,133.4286369402743,3.35,-119.0,,,
5943.932030534084,664.659998527362,0.1657442606995365,-16.870877017384064,133.42554549425796,3.35,-119.0,,,
5942.301954379511,670.602300481742,-0.1000184653662437,-16.92398459081713,133.42428291906666,3.35,-119.0,,,
5984.073285746986,676.586373767489,0.0303417346967227,-16.977053624144403,133.43210784592932,3.35,-119.0,,,
5982.321470876096,682.568695238365,-0.0243909981596561,-17.030101952108666,133.44119884071364,3.35,-119.0,,,
5995.8494816491475,688.564544720014,-0.0905831739086418,-17.08328358020744,133.450346665167,3.35,-119.0,,,
5988.203415238794,694.552748135253,-0.0845653966967462,-17.136441418159798,133.45949125241768,3.35,-119.0,,,
5918.473042639381,700.471221177892,-0.0527521487916236,-17.189555668422198,133.4683870270853,3.35,-119.0,,,
5903.225762023969,706.374446939916,-0.0988225264983849,-17.240548097728563,133.4615843159583,3.35,-119.0,,,
5961.9601902455415,712.336407130161,0.2707476286877621,-17.291856558823433,133.44748392963768,2.4444444444444446,-119.0,,,
5900.045159448024,718.23645228961,-0.0817994282882894,-17.344824144774332,133.43989144402232,2.4444444444444446,-119.0,,,
5954.324938856716,724.190777228468,0.1341386468216855,-17.395683437208536,133.4486812684843,2.4444444444444446,-119.0,,,
5991.98725581117,730.182764484281,0.022317227347614,-17.4429099564199,133.47557580086732,2.4444444444444446,-119.0,,,
5995.483336131703,736.178247820414,-0.1849898335513075,-17.489983041706367,133.50311101353765,2.4444444444444446,-119.0,,,
5861.096463689034,742.039344284102,-0.0304639347292917,-17.5363198569683,133.53108629873333,2.4444444444444446,-119.0,,,
5861.128738008097,747.90047302211,0.0076591297446299,-17.571409902966334,133.57008980736,2.4444444444444446,-119.0,,,
5968.978920717197,753.869451942826,0.2479105637430182,-17.61361523890457,133.60258757760536,2.4444444444444446,-119.0,,,
5959.60348582109,759.829055428648,0.08463130234839,-17.6645137171332,133.61983024280835,2.4444444444444446,-119.0,,,
5976.54623683645,765.805601665485,0.0316893994434004,-17.71679756884057,133.63216232571466,2.4444444444444446,-119.0,,,
5938.686792565068,771.74428845805,-0.3398521020652414,-17.76635515375663,133.6511014756977,2.4444444444444446,-119.0,,,
5978.488753760997,777.722777211811,0.0788146565934671,-17.813789247916866,133.67437434539067,2.4444444444444446,-119.0,,,
5966.929759165458,783.689706970977,0.3265781427507746,-17.865223274403164,133.69071314308735,2.4444444444444446,-119.0,,,
5960.521694158552,789.650228665136,-0.1451309299794461,-17.915370756701,133.70977433643333,2.1486111111111112,-96.5,,,
5929.463443488376,795.579692108626,0.1883954225897217,-17.968184209028998,133.71285355355533,2.1486111111111112,-96.5,,,
5979.690275508805,801.559382384136,0.0369783300046072,-18.02147274592187,133.71155695636534,2.1486111111111112,-96.5,,,
5988.077706417804,807.547460090553,0.0661488859683781,-18.0748800295199,133.71764501779603,2.1486111111111112,-96.5,,,
5967.154518161354,813.514614608714,0.0702801421458456,-18.128244065915965,133.72432890326067,2.1486111111111112,-96.5,,,
5952.300968460799,819.466915577173,0.0547788965378161,-18.1813390365156,133.72515899170497,2.1486111111111112,-96.5,,,
5909.930619944305,825.376846197117,-0.2589707661285239,-18.229991192578964,133.74330873374336,2.1486111111111112,-96.5,,,
5966.005193575087,831.342851390692,0.0102264426306281,-18.274926131880665,133.772341102059,2.1486111111111112,-96.5,,,
5947.898194596679,837.290749585289,-0.0540249121512243,-18.32255954741277,133.79806628816834,2.1486111111111112,-96.5,,,
5819.175458142101,843.109925043432,0.4975400111192297,-18.365288778164533,133.82915683496898,2.1486111111111112,-96.5,,,
5919.533889066435,849.029458932499,0.0063514969230873,-18.413354027754668,133.84938701785632,2.1486111111111112,-96.5,,,
5724.0133280436075,854.753472260544,0.1079513059502623,-18.462404387777937,133.86293427006365,2.1486111111111112,-96.5,,,
5866.872400855735,860.620344661399,-0.270459023692104,-18.509617400379938,133.8805366703973,2.1486111111111112,-96.5,,,
5906.243774847614,866.526588436247,0.1078998587804455,-18.555611360163333,133.90800126047034,2.1486111111111112,-96.5,,,
5962.1413371106555,872.488729773358,-0.0565742334197492,-18.602968140435564,133.933212791955,2.1486111111111112,-96.5,,,
5987.689997832327,878.476419771189,-0.0269450630373221,-18.6516483206523,133.95715830650568,2.1486111111111112,-96.5,,,
5972.814694675355,884.449234465866,0.1622403981641519,-18.70022468608227,133.98148177443363,2.1486111111111112,-96.5,,,
5912.235394685949,890.361469860552,-0.1648999956209823,-18.74690364296953,134.00786113554335,2.1486111111111112,-96.5,,,
5890.024415448999,896.251494276,-0.0579803325725051,-18.791800089818533,134.03348712720066,2.1486111111111112,-96.5,,,
5948.930042712653,902.200424318713,-0.0167916024618724,-18.8079310651922,134.07445090609437,2.1486111111111112,-96.5,,,
5964.289944257016,908.16471426297,0.2021121527901131,-18.828410027167937,134.118686175941,2.4444444444444446,-96.5,,,
5948.539532708515,914.113253795678,-0.3006632669799584,-18.82053269389987,134.096566378764,2.4444444444444446,-96.5,,,
5918.51592509667,920.031769720774,0.1582594360935854,-18.807145484429128,134.052731466825,2.4444444444444446,-96.5,,,
5978.269251843736,926.010038972617,-0.0116945140925505,-18.847251187094933,134.060862469405,2.4444444444444446,-96.5,,,
5914.468078683069,931.9245070513,0.234576142767328,-18.892718354431302,134.089504561215,2.4444444444444446,-96.5,,,
5861.520379730996,937.78602743103,0.1328795338743082,-18.932112521947833,134.12030229874065,2.4444444444444446,-96.5,,,
5864.499170944708,943.650526601974,-0.3675272492469231,-18.979951289839065,134.13880214234166,2.4444444444444446,-96.5,,,
5876.086637137298,949.526613239111,0.0833270540603733,-19.029464681842537,134.14481522322265,2.4444444444444446,-96.5,,,
5817.908951532056,955.344522190642,0.1286940662850041,-19.07685969076977,134.168075973138,2.4444444444444446,-96.5,,,
5871.8501292864885,961.216372319928,-0.1961311466734133,-19.126591891450538,134.1697268916037,2.4444444444444446,-96.5,,,
5935.21272111923,967.151585041048,0.0870680770364529,-19.1793837272113,134.167135053734,2.4444444444444446,-96.5,,,
5929.540966198658,973.081126007246,0.0462784391772829,-19.231829090535133,134.17615427538567,2.4444444444444446,-96.5,,,
5964.5107854324,979.045636792679,-0.1631752739257248,-19.284552111496403,134.18451809769735,2.4444444444444446,-96.5,,,
5977.704667084634,985.023341459763,0.1230454476392516,-19.337789007067432,134.19115688582934,2.4444444444444446,-96.5,,,
5974.231777316744,990.997573237079,0.1476187215605918,-19.390918079576533,134.19985812518098,2.4444444444444446,-96.5,,,
5888.874683304238,996.886447920384,0.0791667804827955,-19.4435173367248,134.20864633598867,2.4444444444444446,-96.5,,,
5979.510238962898,1002.86595815935,0.1358167593564317,-19.496371339363566,134.21723251225268,2.4444444444444446,-96.5,,,
5900.725188276108,1008.76668334762,-0.0141507266279179,-19.54853320293823,134.22252699906733,2.4444444444444446,-96.5,,,
5854.04561183198,1014.62072895945,0.3572672454787732,-19.5917317715681,134.199273584568,2.9722222222222223,-164.0,,,
5747.806615120164,1020.36853557457,-0.2960788301329271,-19.642426071112663,134.19025704081,2.9722222222222223,-164.0,,,
5850.528989378998,1026.21906456396,-0.1043843043823447,-19.69172490232173,134.180597935852,2.9722222222222223,-164.0,,,
5916.790020948652,1032.1358545849,-0.1465851843314899,-19.742315065327567,134.19211282191,2.9722222222222223,-164.0,,,
5989.192031974427,1038.12504661688,0.013914965662283,-19.7954679104115,134.19751370635132,2.9722222222222223,-164.0,,,
5995.857461272196,1044.12090407815,0.0519771116089482,-19.849176986119897,134.20265028356536,2.9722222222222223,-164.0,,,
5974.578593184242,1050.09548267133,0.1150546424950879,-19.902746437219538,134.20780325466336,2.9722222222222223,-164.0,,,
5930.565988606913,1056.02604865994,0.0157722461638984,-19.956176003136935,134.21318358649967,2.9722222222222223,-164.0,,,
5927.394368977044,1061.95344302892,0.1035992465246717,-20.008769580168597,134.2164604042767,2.9722222222222223,-164.0,,,
5931.980605042532,1067.88542363396,0.118595572681109,-20.05933238028027,134.208456492579,2.9722222222222223,-164.0,,,
5966.636309548609,1073.85205994351,0.1229900644416002,-20.111438122158035,134.21948088530368,2.9722222222222223,-164.0,,,
5984.371656751484,1079.83643160026,-0.0929581124251864,-20.165096516421404,134.22117168077534,2.9722222222222223,-164.0,,,
5971.822630671968,1085.80825423094,-0.1197463125193652,-20.2188164093078,134.22183429744433,2.9722222222222223,-164.0,,,
5954.082288118154,1091.76233651905,-0.0936848884101857,-20.272219254692967,134.22729630519268,2.9722222222222223,-164.0,,,
5955.125708058033,1097.71746222711,0.0445565616978766,-20.325393911525733,134.23357709909402,2.9722222222222223,-164.0,,,
5979.282901293596,1103.6967451284,-0.0240105175757011,-20.37860235824523,134.240272267339,2.9722222222222223,-164.0,,,
5960.742631477102,1109.65748775988,0.1129077090390526,-20.4319490661643,134.24693791795332,2.9722222222222223,-164.0,,,
5877.732654088686,1115.53522041397,0.1811106290585846,-20.484607851893532,134.252988909707,2.9722222222222223,-164.0,,,
5851.68000667221,1121.38690042064,0.2865187811668891,-20.531157384011635,134.27027913181163,2.9722222222222223,-164.0,,,
5750.234722030749,1127.13713514268,-0.3392100588688432,-20.573799088142,134.25289496528433,2.9722222222222223,-164.0,,,
5856.876826645606,1132.99401196932,-0.1821551223845752,-20.616360762111334,134.22450570086366,2.9722222222222223,-164.0,,,
5946.044707818031,1138.94005667714,-0.0445495466480352,-20.666340642291537,134.22825866464905,5.150722222222222,-141.5,,,
5956.045688717043,1144.89610236586,0.0300240835339362,-20.718979080170595,134.239220524503,5.150722222222222,-141.5,,,
5876.579199765707,1150.77268156562,-0.0124660031504438,-20.77130782231693,134.241218312938,5.150722222222222,-141.5,,,
5958.001990457435,1156.73068355608,0.0364033198646271,-20.824081605526533,134.2396070291553,5.150722222222222,-141.5,,,
5999.950131134236,1162.73063368722,0.0989895812826341,-20.876698237544968,134.23166537710068,5.150722222222222,-141.5,,,
5997.883063023936,1168.72851675024,0.0799078261448139,-20.928887636282766,134.21701458711766,5.150722222222222,-141.5,,,
5952.853144113377,1174.68136989435,0.0738833886477943,-20.980727967289106,134.20238056959667,5.150722222222222,-141.5,,,
5987.881568385589,1180.66925146274,0.0786636822318619,-21.03271659254583,134.18753304520467,5.150722222222222,-141.5,,,
5996.325994959525,1186.66557745769,0.095336708713904,-21.084849127592932,134.17291164510766,5.150722222222222,-141.5,,,
5989.816328692327,1192.65539378639,0.0906020495442132,-21.136908957352933,134.15793887766435,5.150722222222222,-141.5,,,
5979.1562298226345,1198.63455001621,0.0909307290165919,-21.189018135719664,134.143286179701,5.150722222222222,-141.5,,,
5921.827205162246,1204.55637722137,0.0727790968609154,-21.237523291861866,134.12127274777734,5.150722222222222,-141.5,,,
5996.447779253928,1210.55282500062,0.0881450177236498,-21.275903760608937,134.0817500908487,5.150722222222222,-141.5,,,
5937.828535570317,1216.4906535362,0.0628186027802695,-21.31326805361963,134.040563153315,5.150722222222222,-141.5,,,
5982.524597669255,1222.47317813386,0.1023170862561167,-21.352913324669,134.001691855544,5.150722222222222,-141.5,,,
5974.498559891379,1228.44767669375,0.3105155485916339,-21.3926884927036,133.96275283900198,5.150722222222222,-141.5,,,
5971.663693072385,1234.41934038683,0.000379048412838,-21.437615263806833,133.93331727571464,5.150722222222222,-141.5,,,
5956.569681678126,1240.3759100685,0.1110951036896676,-21.4879821490179,133.91290269146666,5.150722222222222,-141.5,,,
5723.9544429422,1246.09986451144,0.1697202265574605,-21.52921347745154,133.884343232323,5.150722222222222,-141.5,,,
5851.643835352388,1251.95150834679,0.0436323304262444,-21.552629062930738,133.83867592207335,5.150722222222222,-141.5,,,
5854.795177509467,1257.8063035243,-0.1920221921154994,-21.5812096309125,133.79186862779835,5.150722222222222,-141.5,,,
5921.037572913835,1263.72734109721,0.2224141303290905,-21.61541568481237,133.75012970448034,5.150722222222222,-141.5,,,
5956.989145131773,1269.68433024235,-0.373532774314804,-21.663192699432333,133.747152116957,5.150722222222222,-141.5,,,
5900.126619165804,1275.58445686151,-0.102655317470834,-21.71353068210867,133.74916465319728,5.150722222222222,-141.5,,,
5927.5418653951,1281.51199872691,-0.0132843037909733,-21.74612408404657,133.70721169296633,5.150722222222222,-141.5,,,
5913.959265754856,1287.42595799267,0.0392813994259776,-21.78692562280603,133.67561411504968,5.150722222222222,-141.5,,,
5995.793086808674,1293.42175107947,0.0768127707284423,-21.831949699048067,133.64662498847233,5.150722222222222,-141.5,,,
5970.264594057104,1299.39201567353,0.1005409876650591,-21.87211300989407,133.60801935827965,5.150722222222222,-141.5,,,
5974.887206058842,1305.36690287959,0.0610291593657914,-21.907806194758233,133.56500110560668,5.150722222222222,-141.5,,,
5974.108732932204,1311.34101161252,0.0875393453702007,-21.942249982136996,133.52054399671067,5.150722222222222,-141.5,,,
5935.3039486910875,1317.27631556121,0.0897661624107001,-21.98027490705893,133.48099126316936,5.150722222222222,-141.5,,,
5923.056740236203,1323.19937230145,0.1071734155074551,-22.028904209044537,133.45962516184133,5.150722222222222,-141.5,,,
5942.200338029599,1329.14157263948,0.065045924557036,-22.077128053596,133.43562609461702,5.150722222222222,-141.5,,,
5853.435718139196,1334.99500835762,0.1014977270943516,-22.125547521106068,133.42055525334436,5.150722222222222,-141.5,,,
5910.508276899383,1340.90551663452,0.1235471125227252,-22.17335089427993,133.43056085176903,5.150722222222222,-141.5,,,
5959.306833570046,1346.86482346809,0.0808102945060608,-22.22673292376043,133.42604946754034,5.150722222222222,-141.5,,,
5971.140644531772,1352.83596411263,0.1205686704496187,-22.279674347885635,133.41879339086265,5.150722222222222,-141.5,,,
5993.128361419394,1358.82909247404,0.0859603879812107,-22.330398471094306,133.39979043398964,5.150722222222222,-141.5,,,
5994.331532098271,1364.82342400614,0.1018589897903787,-22.3809304160198,133.379512122303,5.150722222222222,-141.5,,,
5986.066857853584,1370.80949086399,0.0624618508286086,-22.431432306947396,133.35930803536868,5.150722222222222,-141.5,,,
5955.511410081212,1376.76500227407,0.1750383177324472,-22.482017071011832,133.33952130465002,5.150722222222222,-141.5,,,
5974.536581713212,1382.73953885578,0.1415753837192269,-22.53433358930863,133.329638905974,5.150722222222222,-141.5,,,
5966.271807767918,1388.70581066355,0.0139549439995243,-22.5865778814708,133.33882765505268,5.150722222222222,-141.5,,,
5948.813334544294,1394.6546239981,0.1357925894904514,-22.6385061629614,133.34999332242103,5.150722222222222,-141.5,,,
5986.9447688175305,1400.64156876692,-0.0222585852738248,-22.688689574732106,133.37023526772333,5.150722222222222,-141.5,,,
5991.2890504867455,1406.6328578174,-0.1091654724688928,-22.738807557467695,133.391656894142,5.150722222222222,-141.5,,,
5925.97494726693,1412.55883276467,0.1141471622399524,-22.788910365222065,133.412818198173,5.150722222222222,-141.5,,,
5977.093864747156,1418.53592662941,-0.0040738013743447,-22.8337281776589,133.44243178386702,5.150722222222222,-141.5,,,
5995.83528747843,1424.53176191689,-0.1364184518539117,-22.875935531476298,133.47880360025934,5.150722222222222,-141.5,,,
5875.128322208544,1430.4068902391,-0.0803143361425224,-22.918145157660263,133.51511256447333,5.150722222222222,-141.5,,,
